Factory Name,Location,Industry Types,Production Capacity,Byproduct Type,Byproduct Quantity,Byproduct Frequency,Required Byproduct,Utilization Method,Demand Scale,Frequency of Use
Factory_375,"Brazil, Sao Paulo",Textiles,5822,Waste Chemicals,65,Weekly,Bio-fuel,Recycling,High,Weekly
Factory_497,"UK, London",Automotive,5795,Heat,380,Daily,Steel,Recycling,Low,Weekly
Factory_81,"China, Shenzhen",Food Processing,6087,Waste Chemicals,574,Daily,Bio-fuel,Composting,Medium,Weekly
Factory_129,"USA, California",Metals,8242,Slag,714,Weekly,Recycled Plastic,Energy Source,High,Monthly
Factory_162,"Japan, Tokyo",Food Processing,7316,Plastic Waste,375,Weekly,Recycled Plastic,Recycling,High,Weekly
Factory_51,"UK, London",Metals,4482,Plastic Waste,619,Daily,Recycled Plastic,Energy Source,High,Weekly
Factory_155,"South Africa, Johannesburg",Food Processing,1889,Bio-waste,680,Weekly,Organic Material,Composting,High,Weekly
Factory_242,"Brazil, Sao Paulo",Textiles,8800,Plastic Waste,167,Weekly,Organic Material,Recycling,High,Monthly
Factory_92,"USA, California",Automotive,6490,Heat,318,Daily,Recycled Plastic,Composting,Low,Monthly
Factory_96,"Germany, Berlin",Chemicals,1671,Waste Chemicals,77,Weekly,Recycled Plastic,Recycling,Low,Weekly
Factory_81,"India, Mumbai",Metals,533,Bio-waste,875,Daily,Steel,Energy Source,Low,Monthly
Factory_343,"China, Shenzhen",Metals,2240,Waste Chemicals,266,Weekly,Bio-fuel,Raw Material,High,Weekly
Factory_33,"USA, California",Food Processing,4992,Metal Scraps,518,Weekly,Silicon,Composting,Low,Monthly
Factory_296,"China, Shenzhen",Chemicals,3261,Metal Scraps,91,Monthly,Recycled Plastic,Raw Material,High,Daily
Factory_276,"China, Shenzhen",Pharmaceuticals,8955,Metal Scraps,530,Monthly,Steel,Energy Source,Low,Daily
Factory_313,"China, Shenzhen",Chemicals,8735,Plastic Waste,547,Monthly,Silicon,Composting,High,Daily
Factory_368,"USA, California",Food Processing,4301,Metal Scraps,904,Weekly,Silicon,Composting,Medium,Daily
Factory_322,"Japan, Tokyo",Textiles,8016,Slag,887,Daily,Organic Material,Raw Material,High,Weekly
Factory_121,"South Africa, Johannesburg",Food Processing,2251,Slag,365,Weekly,Heat Energy,Raw Material,High,Monthly
Factory_63,"Germany, Berlin",Pharmaceuticals,4898,Bio-waste,837,Weekly,Silicon,Energy Source,High,Monthly
Factory_329,"South Africa, Johannesburg",Electronics,653,Slag,415,Monthly,Organic Material,Energy Source,Medium,Monthly
Factory_19,"India, Mumbai",Pharmaceuticals,5317,Waste Chemicals,901,Daily,Organic Material,Composting,Low,Weekly
Factory_149,"Japan, Tokyo",Pharmaceuticals,3024,Heat,167,Weekly,Bio-fuel,Energy Source,Low,Weekly
Factory_311,"Germany, Berlin",Chemicals,5491,Slag,801,Monthly,Recycled Plastic,Recycling,Medium,Daily
Factory_28,"Japan, Tokyo",Automotive,6962,Plastic Waste,639,Weekly,Heat Energy,Raw Material,Medium,Monthly
Factory_462,"India, Mumbai",Automotive,3030,Bio-waste,449,Weekly,Heat Energy,Raw Material,Medium,Daily
Factory_31,"South Africa, Johannesburg",Pharmaceuticals,4940,Slag,810,Monthly,Recycled Plastic,Raw Material,High,Monthly
Factory_252,"USA, California",Pharmaceuticals,9334,Waste Chemicals,568,Daily,Recycled Plastic,Raw Material,Medium,Weekly
Factory_225,"South Africa, Johannesburg",Metals,6574,Slag,621,Monthly,Heat Energy,Composting,Low,Monthly
Factory_379,"China, Shenzhen",Pharmaceuticals,1007,Plastic Waste,733,Monthly,Heat Energy,Energy Source,Medium,Daily
Factory_200,"Japan, Tokyo",Textiles,5745,Metal Scraps,199,Monthly,Steel,Raw Material,Low,Daily
Factory_284,"South Africa, Johannesburg",Automotive,628,Bio-waste,641,Weekly,Recycled Plastic,Raw Material,Medium,Monthly
Factory_478,"USA, California",Chemicals,8470,Metal Scraps,780,Daily,Recycled Plastic,Energy Source,High,Weekly
Factory_204,"Japan, Tokyo",Pharmaceuticals,6595,Bio-waste,259,Daily,Heat Energy,Energy Source,Medium,Monthly
Factory_138,"Brazil, Sao Paulo",Plastics,6071,Bio-waste,423,Daily,Organic Material,Raw Material,High,Weekly
Factory_456,"Brazil, Sao Paulo",Textiles,6337,Metal Scraps,126,Daily,Bio-fuel,Energy Source,High,Weekly
Factory_345,"China, Shenzhen",Plastics,415,Metal Scraps,998,Weekly,Heat Energy,Recycling,Medium,Daily
Factory_415,"Germany, Berlin",Electronics,9654,Bio-waste,863,Monthly,Recycled Plastic,Recycling,Medium,Weekly
Factory_351,"India, Mumbai",Chemicals,3261,Bio-waste,362,Weekly,Heat Energy,Energy Source,High,Monthly
Factory_88,"Japan, Tokyo",Pharmaceuticals,5618,Waste Chemicals,104,Monthly,Heat Energy,Energy Source,Low,Monthly
Factory_277,"UK, London",Plastics,1043,Plastic Waste,774,Daily,Heat Energy,Composting,Low,Daily
Factory_365,"UK, London",Metals,8968,Waste Chemicals,952,Weekly,Organic Material,Energy Source,Low,Weekly
Factory_43,"UK, London",Chemicals,7611,Bio-waste,197,Monthly,Silicon,Recycling,Low,Monthly
Factory_234,"Brazil, Sao Paulo",Automotive,4303,Bio-waste,121,Daily,Steel,Composting,Low,Monthly
Factory_119,"South Africa, Johannesburg",Pharmaceuticals,977,Bio-waste,250,Weekly,Recycled Plastic,Composting,Low,Daily
Factory_340,"India, Mumbai",Plastics,6790,Metal Scraps,324,Daily,Silicon,Recycling,High,Weekly
Factory_166,"China, Shenzhen",Textiles,1268,Bio-waste,656,Weekly,Bio-fuel,Raw Material,Low,Daily
Factory_374,"Brazil, Sao Paulo",Chemicals,7233,Plastic Waste,957,Daily,Heat Energy,Energy Source,High,Weekly
Factory_43,"Japan, Tokyo",Chemicals,2444,Heat,29,Weekly,Heat Energy,Raw Material,Medium,Daily
Factory_215,"Japan, Tokyo",Automotive,3952,Bio-waste,392,Daily,Steel,Recycling,High,Daily
Factory_244,"Brazil, Sao Paulo",Electronics,3029,Metal Scraps,578,Daily,Bio-fuel,Energy Source,Low,Daily
Factory_45,"USA, California",Chemicals,5053,Heat,526,Monthly,Silicon,Composting,High,Weekly
Factory_128,"Brazil, Sao Paulo",Electronics,6277,Waste Chemicals,761,Daily,Bio-fuel,Energy Source,Medium,Daily
Factory_129,"Japan, Tokyo",Metals,207,Slag,794,Monthly,Steel,Energy Source,Low,Weekly
Factory_4,"Brazil, Sao Paulo",Chemicals,3326,Metal Scraps,387,Monthly,Heat Energy,Raw Material,High,Weekly
Factory_178,"South Africa, Johannesburg",Automotive,7914,Bio-waste,161,Daily,Organic Material,Raw Material,Low,Monthly
Factory_341,"China, Shenzhen",Metals,5811,Heat,74,Monthly,Bio-fuel,Energy Source,High,Weekly
Factory_281,"China, Shenzhen",Automotive,9492,Slag,342,Daily,Steel,Recycling,Low,Monthly
Factory_210,"Brazil, Sao Paulo",Plastics,9578,Waste Chemicals,31,Monthly,Bio-fuel,Composting,Low,Daily
Factory_123,"South Africa, Johannesburg",Chemicals,1650,Bio-waste,717,Monthly,Silicon,Raw Material,Medium,Monthly
Factory_19,"UK, London",Chemicals,1166,Slag,26,Daily,Bio-fuel,Composting,High,Weekly
Factory_223,"South Africa, Johannesburg",Metals,2309,Slag,841,Daily,Steel,Energy Source,High,Monthly
Factory_436,"Japan, Tokyo",Electronics,1314,Plastic Waste,232,Weekly,Bio-fuel,Raw Material,High,Weekly
Factory_142,"South Africa, Johannesburg",Pharmaceuticals,4811,Bio-waste,913,Weekly,Steel,Energy Source,Low,Weekly
Factory_76,"USA, California",Automotive,9451,Metal Scraps,930,Weekly,Organic Material,Recycling,Low,Daily
Factory_267,"China, Shenzhen",Plastics,130,Waste Chemicals,617,Weekly,Silicon,Energy Source,High,Daily
Factory_484,"Brazil, Sao Paulo",Electronics,1776,Heat,177,Monthly,Steel,Raw Material,High,Monthly
Factory_211,"Japan, Tokyo",Automotive,1736,Plastic Waste,62,Weekly,Organic Material,Composting,High,Daily
Factory_181,"South Africa, Johannesburg",Electronics,4484,Waste Chemicals,699,Daily,Steel,Recycling,Low,Weekly
Factory_373,"China, Shenzhen",Food Processing,9387,Heat,456,Daily,Recycled Plastic,Energy Source,Medium,Daily
Factory_225,"Japan, Tokyo",Pharmaceuticals,6757,Heat,314,Daily,Steel,Raw Material,High,Daily
Factory_52,"India, Mumbai",Plastics,8984,Slag,957,Weekly,Bio-fuel,Energy Source,Medium,Daily
Factory_331,"Japan, Tokyo",Chemicals,6433,Bio-waste,789,Weekly,Organic Material,Recycling,High,Weekly
Factory_143,"UK, London",Metals,1641,Slag,196,Weekly,Bio-fuel,Raw Material,High,Daily
Factory_251,"Brazil, Sao Paulo",Plastics,9830,Plastic Waste,874,Weekly,Silicon,Composting,Medium,Weekly
Factory_109,"Germany, Berlin",Automotive,7315,Bio-waste,200,Weekly,Organic Material,Composting,Low,Weekly
Factory_60,"Germany, Berlin",Pharmaceuticals,8941,Slag,420,Monthly,Silicon,Composting,High,Weekly
Factory_115,"USA, California",Plastics,673,Plastic Waste,364,Monthly,Recycled Plastic,Composting,Medium,Weekly
Factory_171,"South Africa, Johannesburg",Pharmaceuticals,2585,Bio-waste,140,Daily,Recycled Plastic,Energy Source,Medium,Monthly
Factory_259,"South Africa, Johannesburg",Metals,1348,Metal Scraps,693,Weekly,Recycled Plastic,Raw Material,Medium,Weekly
Factory_89,"UK, London",Metals,4685,Bio-waste,808,Daily,Silicon,Recycling,Low,Weekly
Factory_204,"Japan, Tokyo",Automotive,9869,Plastic Waste,161,Monthly,Recycled Plastic,Recycling,High,Weekly
Factory_295,"USA, California",Electronics,9734,Metal Scraps,744,Monthly,Recycled Plastic,Raw Material,Low,Daily
Factory_406,"USA, California",Textiles,9747,Metal Scraps,798,Weekly,Steel,Energy Source,High,Weekly
Factory_232,"UK, London",Automotive,6571,Metal Scraps,625,Daily,Bio-fuel,Raw Material,Low,Daily
Factory_482,"Brazil, Sao Paulo",Food Processing,2959,Plastic Waste,107,Monthly,Bio-fuel,Composting,Low,Weekly
Factory_89,"South Africa, Johannesburg",Plastics,4846,Plastic Waste,73,Monthly,Silicon,Energy Source,Low,Monthly
Factory_392,"USA, California",Pharmaceuticals,7873,Bio-waste,633,Weekly,Bio-fuel,Raw Material,High,Weekly
Factory_78,"India, Mumbai",Textiles,4025,Slag,617,Weekly,Recycled Plastic,Composting,Low,Daily
Factory_83,"South Africa, Johannesburg",Textiles,2606,Metal Scraps,906,Weekly,Steel,Energy Source,Medium,Monthly
Factory_488,"Germany, Berlin",Plastics,3051,Metal Scraps,252,Monthly,Bio-fuel,Raw Material,High,Daily
Factory_261,"Japan, Tokyo",Food Processing,7528,Waste Chemicals,220,Weekly,Bio-fuel,Energy Source,Low,Weekly
Factory_215,"Brazil, Sao Paulo",Chemicals,8969,Bio-waste,619,Weekly,Heat Energy,Raw Material,Low,Weekly
Factory_92,"UK, London",Textiles,8910,Bio-waste,449,Weekly,Heat Energy,Composting,Low,Daily
Factory_221,"China, Shenzhen",Plastics,9161,Heat,719,Daily,Steel,Energy Source,Medium,Monthly
Factory_401,"China, Shenzhen",Electronics,6827,Heat,533,Weekly,Silicon,Raw Material,Low,Daily
Factory_88,"Brazil, Sao Paulo",Metals,6129,Metal Scraps,85,Monthly,Organic Material,Raw Material,High,Daily
Factory_350,"China, Shenzhen",Plastics,8972,Heat,328,Monthly,Recycled Plastic,Raw Material,High,Daily
Factory_348,"Japan, Tokyo",Plastics,1017,Waste Chemicals,587,Weekly,Steel,Energy Source,Low,Monthly
Factory_149,"USA, California",Electronics,9120,Slag,622,Weekly,Steel,Composting,Medium,Weekly
Factory_486,"Brazil, Sao Paulo",Plastics,9205,Plastic Waste,479,Weekly,Organic Material,Energy Source,Low,Weekly
Factory_399,"Japan, Tokyo",Metals,5964,Bio-waste,532,Daily,Organic Material,Energy Source,Medium,Daily
Factory_15,"China, Shenzhen",Electronics,4139,Slag,750,Weekly,Bio-fuel,Raw Material,Medium,Weekly
Factory_96,"China, Shenzhen",Automotive,6510,Plastic Waste,248,Monthly,Recycled Plastic,Composting,Low,Weekly
Factory_100,"India, Mumbai",Metals,5356,Slag,187,Monthly,Heat Energy,Recycling,High,Daily
Factory_275,"USA, California",Plastics,8114,Waste Chemicals,982,Weekly,Heat Energy,Energy Source,Medium,Monthly
Factory_195,"Brazil, Sao Paulo",Food Processing,1644,Slag,493,Weekly,Organic Material,Composting,Low,Monthly
Factory_402,"Japan, Tokyo",Pharmaceuticals,2577,Heat,707,Daily,Silicon,Composting,Medium,Monthly
Factory_446,"South Africa, Johannesburg",Chemicals,4978,Plastic Waste,547,Daily,Steel,Composting,Medium,Monthly
Factory_52,"UK, London",Automotive,7008,Heat,824,Monthly,Steel,Composting,Medium,Weekly
Factory_178,"India, Mumbai",Electronics,9641,Plastic Waste,584,Daily,Silicon,Composting,Medium,Monthly
Factory_165,"Brazil, Sao Paulo",Plastics,3856,Plastic Waste,669,Daily,Silicon,Raw Material,Medium,Daily
Factory_181,"Germany, Berlin",Electronics,4928,Slag,337,Weekly,Organic Material,Energy Source,Medium,Monthly
Factory_451,"USA, California",Chemicals,5065,Metal Scraps,949,Daily,Silicon,Recycling,Medium,Monthly
Factory_325,"Germany, Berlin",Food Processing,402,Heat,712,Monthly,Heat Energy,Composting,High,Weekly
Factory_400,"China, Shenzhen",Automotive,678,Metal Scraps,734,Daily,Bio-fuel,Composting,Low,Monthly
Factory_300,"Germany, Berlin",Food Processing,6307,Bio-waste,811,Weekly,Organic Material,Raw Material,Low,Daily
Factory_296,"China, Shenzhen",Automotive,6698,Heat,74,Daily,Heat Energy,Raw Material,High,Daily
Factory_252,"Germany, Berlin",Electronics,4138,Plastic Waste,14,Daily,Steel,Recycling,Low,Daily
Factory_8,"South Africa, Johannesburg",Plastics,4928,Heat,122,Daily,Organic Material,Recycling,Low,Daily
Factory_420,"Japan, Tokyo",Plastics,7304,Slag,640,Monthly,Heat Energy,Energy Source,Low,Monthly
Factory_173,"Brazil, Sao Paulo",Metals,3748,Bio-waste,708,Daily,Silicon,Composting,Medium,Monthly
Factory_177,"Japan, Tokyo",Chemicals,2003,Slag,446,Daily,Steel,Recycling,High,Weekly
Factory_1,"China, Shenzhen",Plastics,9360,Slag,602,Monthly,Organic Material,Energy Source,Medium,Monthly
Factory_262,"Brazil, Sao Paulo",Textiles,1357,Slag,312,Weekly,Organic Material,Raw Material,Medium,Weekly
Factory_65,"India, Mumbai",Food Processing,9126,Bio-waste,160,Monthly,Organic Material,Raw Material,Medium,Daily
Factory_280,"USA, California",Food Processing,4464,Waste Chemicals,203,Weekly,Bio-fuel,Energy Source,High,Weekly
Factory_149,"India, Mumbai",Plastics,7067,Metal Scraps,120,Monthly,Bio-fuel,Energy Source,Medium,Daily
Factory_153,"USA, California",Food Processing,9800,Bio-waste,557,Monthly,Organic Material,Composting,Low,Daily
Factory_346,"UK, London",Metals,4217,Slag,355,Weekly,Recycled Plastic,Energy Source,Medium,Weekly
Factory_41,"Brazil, Sao Paulo",Electronics,7214,Slag,259,Monthly,Organic Material,Recycling,High,Daily
Factory_178,"Germany, Berlin",Automotive,9040,Slag,22,Weekly,Bio-fuel,Energy Source,Medium,Daily
Factory_193,"China, Shenzhen",Electronics,7223,Bio-waste,166,Daily,Steel,Composting,Medium,Monthly
Factory_140,"Japan, Tokyo",Food Processing,8445,Heat,835,Weekly,Organic Material,Recycling,Low,Monthly
Factory_21,"South Africa, Johannesburg",Plastics,2097,Plastic Waste,257,Daily,Steel,Raw Material,High,Daily
Factory_77,"India, Mumbai",Chemicals,1184,Waste Chemicals,219,Daily,Heat Energy,Raw Material,Medium,Daily
Factory_78,"USA, California",Pharmaceuticals,5659,Plastic Waste,428,Daily,Recycled Plastic,Raw Material,Low,Daily
Factory_134,"Brazil, Sao Paulo",Food Processing,1605,Bio-waste,546,Daily,Bio-fuel,Recycling,High,Monthly
Factory_71,"UK, London",Textiles,6651,Metal Scraps,401,Weekly,Steel,Composting,Low,Weekly
Factory_59,"South Africa, Johannesburg",Pharmaceuticals,6647,Waste Chemicals,517,Weekly,Bio-fuel,Energy Source,Low,Daily
Factory_491,"Germany, Berlin",Textiles,8352,Bio-waste,101,Daily,Heat Energy,Recycling,Medium,Weekly
Factory_76,"China, Shenzhen",Metals,3109,Bio-waste,695,Weekly,Steel,Raw Material,Low,Daily
Factory_5,"USA, California",Electronics,117,Heat,163,Daily,Recycled Plastic,Recycling,Low,Daily
Factory_136,"India, Mumbai",Textiles,5602,Heat,514,Daily,Steel,Composting,High,Monthly
Factory_243,"Brazil, Sao Paulo",Electronics,714,Waste Chemicals,958,Daily,Silicon,Recycling,Low,Weekly
Factory_373,"Brazil, Sao Paulo",Food Processing,6327,Metal Scraps,691,Monthly,Recycled Plastic,Energy Source,Medium,Monthly
Factory_395,"USA, California",Food Processing,7493,Slag,112,Weekly,Organic Material,Recycling,Medium,Weekly
Factory_121,"UK, London",Electronics,8800,Plastic Waste,104,Monthly,Steel,Composting,High,Weekly
Factory_214,"USA, California",Electronics,2630,Slag,847,Daily,Steel,Raw Material,Low,Monthly
Factory_251,"South Africa, Johannesburg",Chemicals,3161,Plastic Waste,906,Weekly,Bio-fuel,Raw Material,High,Daily
Factory_429,"India, Mumbai",Electronics,9660,Metal Scraps,563,Daily,Recycled Plastic,Composting,High,Daily
Factory_351,"Japan, Tokyo",Textiles,9718,Metal Scraps,361,Monthly,Organic Material,Recycling,High,Daily
Factory_413,"India, Mumbai",Metals,5089,Slag,592,Weekly,Organic Material,Composting,Medium,Weekly
Factory_227,"India, Mumbai",Automotive,166,Plastic Waste,112,Weekly,Heat Energy,Energy Source,Medium,Monthly
Factory_20,"Brazil, Sao Paulo",Chemicals,8434,Slag,437,Monthly,Steel,Energy Source,Low,Daily
Factory_21,"UK, London",Electronics,1266,Slag,624,Daily,Silicon,Composting,High,Weekly
Factory_119,"China, Shenzhen",Food Processing,5063,Plastic Waste,199,Monthly,Steel,Recycling,Medium,Monthly
Factory_162,"Japan, Tokyo",Pharmaceuticals,5656,Plastic Waste,383,Weekly,Organic Material,Recycling,Low,Weekly
Factory_257,"India, Mumbai",Chemicals,9152,Slag,244,Weekly,Bio-fuel,Raw Material,Medium,Daily
Factory_235,"China, Shenzhen",Textiles,1235,Waste Chemicals,791,Weekly,Recycled Plastic,Raw Material,Medium,Weekly
Factory_300,"Brazil, Sao Paulo",Plastics,8493,Slag,379,Daily,Organic Material,Raw Material,Low,Weekly
Factory_116,"Germany, Berlin",Chemicals,6556,Slag,588,Monthly,Steel,Raw Material,Low,Monthly
Factory_359,"South Africa, Johannesburg",Automotive,2861,Metal Scraps,238,Monthly,Bio-fuel,Raw Material,High,Daily
Factory_157,"South Africa, Johannesburg",Food Processing,164,Plastic Waste,642,Weekly,Silicon,Raw Material,Low,Monthly
Factory_312,"China, Shenzhen",Electronics,3309,Waste Chemicals,873,Weekly,Heat Energy,Composting,Low,Monthly
Factory_477,"USA, California",Automotive,2449,Slag,811,Weekly,Steel,Raw Material,High,Monthly
Factory_394,"USA, California",Food Processing,5246,Slag,744,Weekly,Heat Energy,Composting,High,Monthly
Factory_123,"China, Shenzhen",Metals,466,Bio-waste,111,Monthly,Steel,Recycling,Low,Weekly
Factory_231,"Brazil, Sao Paulo",Pharmaceuticals,7750,Waste Chemicals,682,Daily,Silicon,Composting,High,Weekly
Factory_285,"Japan, Tokyo",Food Processing,6330,Bio-waste,413,Weekly,Steel,Raw Material,Medium,Weekly
Factory_399,"China, Shenzhen",Textiles,6013,Slag,865,Monthly,Bio-fuel,Recycling,Medium,Daily
Factory_437,"India, Mumbai",Textiles,8472,Waste Chemicals,877,Monthly,Recycled Plastic,Recycling,Low,Weekly
Factory_98,"Japan, Tokyo",Electronics,1142,Plastic Waste,874,Daily,Silicon,Raw Material,Medium,Monthly
Factory_269,"India, Mumbai",Automotive,7235,Slag,49,Weekly,Recycled Plastic,Recycling,Low,Weekly
Factory_29,"Japan, Tokyo",Chemicals,4896,Waste Chemicals,593,Weekly,Organic Material,Raw Material,High,Monthly
Factory_192,"Japan, Tokyo",Food Processing,8590,Waste Chemicals,569,Daily,Steel,Raw Material,Low,Daily
Factory_320,"South Africa, Johannesburg",Metals,6987,Waste Chemicals,462,Daily,Steel,Energy Source,High,Daily
Factory_96,"USA, California",Metals,5233,Metal Scraps,828,Monthly,Silicon,Energy Source,Medium,Daily
Factory_347,"UK, London",Automotive,3367,Heat,435,Weekly,Recycled Plastic,Composting,High,Daily
Factory_17,"South Africa, Johannesburg",Electronics,2450,Heat,277,Weekly,Heat Energy,Composting,Medium,Weekly
Factory_395,"Germany, Berlin",Pharmaceuticals,2272,Plastic Waste,305,Monthly,Silicon,Energy Source,Medium,Weekly
Factory_370,"South Africa, Johannesburg",Food Processing,9032,Slag,211,Weekly,Bio-fuel,Composting,Low,Daily
Factory_280,"USA, California",Textiles,7886,Plastic Waste,270,Daily,Silicon,Raw Material,Low,Monthly
Factory_237,"South Africa, Johannesburg",Automotive,6555,Bio-waste,342,Monthly,Steel,Raw Material,High,Weekly
Factory_100,"Brazil, Sao Paulo",Chemicals,8753,Heat,320,Monthly,Organic Material,Raw Material,Medium,Monthly
Factory_31,"USA, California",Food Processing,6858,Slag,119,Daily,Silicon,Recycling,High,Daily
Factory_495,"India, Mumbai",Plastics,165,Plastic Waste,33,Weekly,Organic Material,Raw Material,Low,Monthly
Factory_390,"Germany, Berlin",Food Processing,2479,Plastic Waste,570,Weekly,Silicon,Composting,High,Weekly
Factory_283,"China, Shenzhen",Metals,5658,Slag,531,Daily,Recycled Plastic,Raw Material,High,Monthly
Factory_38,"Brazil, Sao Paulo",Automotive,5331,Bio-waste,39,Monthly,Heat Energy,Energy Source,High,Monthly
Factory_55,"Germany, Berlin",Automotive,3287,Metal Scraps,321,Daily,Bio-fuel,Energy Source,Low,Weekly
Factory_231,"Brazil, Sao Paulo",Metals,4929,Slag,568,Daily,Recycled Plastic,Composting,High,Weekly
Factory_76,"UK, London",Automotive,5888,Heat,917,Weekly,Heat Energy,Energy Source,High,Daily
Factory_166,"China, Shenzhen",Plastics,5195,Heat,156,Weekly,Recycled Plastic,Raw Material,High,Monthly
Factory_169,"China, Shenzhen",Pharmaceuticals,7593,Plastic Waste,512,Daily,Bio-fuel,Energy Source,Low,Daily
Factory_393,"UK, London",Automotive,8050,Slag,967,Monthly,Silicon,Recycling,Low,Weekly
Factory_404,"Brazil, Sao Paulo",Metals,4399,Slag,673,Weekly,Bio-fuel,Recycling,Low,Daily
Factory_17,"Japan, Tokyo",Automotive,778,Metal Scraps,112,Weekly,Bio-fuel,Energy Source,Medium,Monthly
Factory_241,"China, Shenzhen",Automotive,7850,Heat,920,Daily,Heat Energy,Recycling,Medium,Weekly
Factory_450,"Brazil, Sao Paulo",Chemicals,3189,Waste Chemicals,601,Monthly,Heat Energy,Energy Source,Medium,Monthly
Factory_312,"Japan, Tokyo",Plastics,7800,Waste Chemicals,499,Weekly,Organic Material,Raw Material,Medium,Monthly
Factory_384,"Japan, Tokyo",Pharmaceuticals,9114,Bio-waste,601,Monthly,Organic Material,Recycling,High,Monthly
Factory_84,"China, Shenzhen",Textiles,1012,Metal Scraps,426,Monthly,Steel,Recycling,Medium,Monthly
Factory_437,"Japan, Tokyo",Chemicals,4541,Slag,665,Weekly,Heat Energy,Raw Material,Medium,Daily
Factory_227,"Germany, Berlin",Chemicals,2692,Plastic Waste,497,Weekly,Steel,Raw Material,High,Daily
Factory_72,"Brazil, Sao Paulo",Electronics,8353,Bio-waste,221,Monthly,Heat Energy,Recycling,Medium,Monthly
Factory_30,"South Africa, Johannesburg",Automotive,738,Metal Scraps,68,Weekly,Heat Energy,Recycling,Medium,Daily
Factory_35,"UK, London",Plastics,6750,Waste Chemicals,732,Weekly,Bio-fuel,Raw Material,High,Weekly
Factory_32,"China, Shenzhen",Textiles,6634,Plastic Waste,367,Daily,Steel,Raw Material,Low,Monthly
Factory_242,"South Africa, Johannesburg",Chemicals,8472,Metal Scraps,996,Weekly,Recycled Plastic,Energy Source,High,Daily
Factory_384,"India, Mumbai",Textiles,7585,Waste Chemicals,916,Weekly,Heat Energy,Raw Material,Low,Daily
Factory_321,"Japan, Tokyo",Chemicals,8474,Heat,347,Monthly,Organic Material,Composting,Medium,Daily
Factory_97,"India, Mumbai",Metals,2631,Metal Scraps,426,Daily,Organic Material,Composting,Medium,Monthly
Factory_312,"South Africa, Johannesburg",Chemicals,6388,Plastic Waste,654,Monthly,Bio-fuel,Recycling,Medium,Monthly
Factory_118,"Brazil, Sao Paulo",Automotive,214,Slag,420,Monthly,Recycled Plastic,Raw Material,Low,Monthly
Factory_338,"USA, California",Electronics,412,Waste Chemicals,359,Weekly,Recycled Plastic,Energy Source,Low,Monthly
Factory_14,"India, Mumbai",Metals,1691,Slag,942,Monthly,Silicon,Composting,High,Daily
Factory_226,"UK, London",Metals,899,Slag,293,Monthly,Bio-fuel,Recycling,Low,Daily
Factory_471,"Brazil, Sao Paulo",Automotive,3395,Bio-waste,479,Weekly,Silicon,Raw Material,High,Monthly
Factory_386,"China, Shenzhen",Plastics,6839,Waste Chemicals,722,Weekly,Recycled Plastic,Raw Material,Medium,Weekly
Factory_252,"Brazil, Sao Paulo",Plastics,9277,Slag,200,Monthly,Silicon,Composting,High,Monthly
Factory_368,"China, Shenzhen",Automotive,7582,Waste Chemicals,243,Daily,Steel,Raw Material,High,Weekly
Factory_83,"South Africa, Johannesburg",Pharmaceuticals,9311,Metal Scraps,981,Weekly,Silicon,Recycling,High,Monthly
Factory_257,"Japan, Tokyo",Electronics,2593,Waste Chemicals,583,Daily,Silicon,Energy Source,Low,Weekly
Factory_418,"USA, California",Pharmaceuticals,350,Heat,595,Weekly,Silicon,Composting,Low,Monthly
Factory_230,"China, Shenzhen",Plastics,1628,Slag,462,Daily,Silicon,Raw Material,High,Weekly
Factory_205,"South Africa, Johannesburg",Metals,5143,Metal Scraps,92,Monthly,Organic Material,Energy Source,Medium,Monthly
Factory_265,"USA, California",Electronics,2708,Slag,488,Weekly,Bio-fuel,Composting,Medium,Daily
Factory_457,"South Africa, Johannesburg",Plastics,1632,Bio-waste,464,Monthly,Steel,Composting,High,Daily
Factory_25,"USA, California",Automotive,254,Slag,967,Daily,Silicon,Composting,High,Weekly
Factory_67,"South Africa, Johannesburg",Chemicals,2162,Bio-waste,216,Weekly,Bio-fuel,Raw Material,Medium,Monthly
Factory_340,"South Africa, Johannesburg",Pharmaceuticals,8630,Plastic Waste,389,Monthly,Recycled Plastic,Composting,Low,Monthly
Factory_262,"Japan, Tokyo",Automotive,9944,Waste Chemicals,34,Daily,Heat Energy,Energy Source,Medium,Daily
Factory_419,"USA, California",Metals,7455,Plastic Waste,320,Monthly,Steel,Recycling,High,Monthly
Factory_292,"Brazil, Sao Paulo",Electronics,7810,Plastic Waste,364,Monthly,Recycled Plastic,Recycling,High,Monthly
Factory_312,"Germany, Berlin",Chemicals,5066,Bio-waste,516,Monthly,Recycled Plastic,Energy Source,High,Monthly
Factory_82,"China, Shenzhen",Pharmaceuticals,6258,Metal Scraps,547,Monthly,Recycled Plastic,Energy Source,High,Monthly
Factory_394,"India, Mumbai",Metals,2654,Plastic Waste,718,Monthly,Heat Energy,Energy Source,High,Monthly
Factory_315,"China, Shenzhen",Pharmaceuticals,3715,Bio-waste,885,Weekly,Heat Energy,Recycling,Medium,Weekly
Factory_261,"USA, California",Food Processing,3972,Metal Scraps,915,Monthly,Organic Material,Raw Material,Medium,Monthly
Factory_154,"India, Mumbai",Metals,6523,Slag,629,Daily,Heat Energy,Energy Source,Low,Daily
